Male Terms,Female Terms,Stereotypes (Male),Stereotypes (Female),Leadership Roles,Caregiving Roles,Young Stereotypes,Old Stereotypes,Positive Traits,Negative Traits,Race Terms,Ethnicity Terms
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],['german']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['jewish'],['jewish']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men', 'king']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['king'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['traditional'],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['criminal'],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],['sensitive'],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],['creative'],[],['creative'],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],['dominant'],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],['traditional'],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],['traditional'],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],"['black', 'asian', 'caucasian']","['black', 'asian']"
['he'],[],[],[],[],[],[],[],[],[],['indian'],['indian']
"['he', 'his']",[],[],[],[],[],[],[],[],[],['hispanic'],['hispanic']
['he'],[],[],[],[],[],[],[],[],[],['jewish'],['jewish']
"['he', 'man']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],['british']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']","['asian', 'russian']"
"['he', 'king']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],"['assertive', 'assertive']",[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],['innovative'],[],[],[],[],[]
"['he', 'king']",[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['his'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['muslim'],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['arab'],['arab']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],"['indian', 'chinese', 'japanese']","['indian', 'chinese', 'japanese']"
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],['successful'],[],"['white', 'black']","['white', 'black']"
[],[],[],[],[],[],[],[],[],[],"['white', 'black']","['white', 'black']"
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['son'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'son']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],['innovative'],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],"['innovative', 'creative']",[],"['successful', 'creative']",[],[],[]
[],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],['her'],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
[],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],['her'],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],['traditional'],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['arab'],['arab']
['he'],[],[],[],[],[],[],[],[],[],['japanese'],['japanese']
['he'],[],[],[],[],[],[],[],[],[],['japanese'],['japanese']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'lad']",[],[],[],[],[],[],[],[],[],['arab'],['arab']
['he'],[],[],[],[],[],[],[],[],[],['black'],['black']
['he'],[],[],[],[],[],[],[],[],[],['jewish'],['jewish']
['he'],[],[],[],[],[],[],[],[],[],['japanese'],['japanese']
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],['strong'],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],['girl'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['japanese'],['japanese']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['european'],['european']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['indigenous'],['indigenous']
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],['creative'],[],['creative'],[],['white'],['white']
['he'],['her'],[],[],[],[],"['creative', 'adventurous']",[],['creative'],[],[],[]
['he'],[],['dominant'],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],['her'],[],[],[],[],['creative'],[],['creative'],[],[],[]
['he'],['her'],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],"['asian', 'caucasian']",['asian']
['he'],"['her', 'hers']",[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],['her'],[],[],[],[],['creative'],[],['creative'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['asian'],['asian']
"['he', 'man']",['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],['criminal'],[],['italian']
"['he', 'man']","['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],['italian']
['he'],[],[],[],[],[],[],[],[],[],[],['italian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],['traditional'],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",[],['aggressive'],[],[],[],[],[],[],['aggressive'],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
"['he', 'king']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['jewish'],['jewish']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'men']",['women'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],['italian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
[],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
[],[],[],[],[],[],['creative'],[],['creative'],[],[],[]
[],[],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
['he'],[],[],[],[],[],['creative'],[],['creative'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],['creative'],[],['creative'],[],['white'],['white']
['his'],[],[],[],[],[],[],[],[],[],"['african', 'asian', 'hispanic', 'native american', 'caucasian']","['asian', 'hispanic', 'african', 'native american']"
['he'],[],[],[],[],[],[],[],[],[],['european'],['european']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
['he'],[],[],[],[],[],[],[],[],[],"['white', 'european']","['white', 'european']"
"['he', 'son']",[],['leader'],[],['leader'],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],"['african', 'chinese']","['african', 'chinese']"
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['leader'],[],['leader'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['men'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
"['he', 'king']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['native american'],['native american']
['he'],[],[],[],[],[],[],[],[],[],"['native american', 'indian']","['indian', 'native american']"
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['native american'],['native american']
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['japanese'],['japanese']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['japanese'],['japanese']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['arab'],['arab']
['he'],[],[],[],[],[],[],[],[],[],['native american'],['native american']
['he'],[],[],[],[],[],[],[],[],[],['native american'],['native american']
['he'],[],[],[],[],[],[],[],[],[],['indian'],['indian']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'king']",['her'],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']","['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['jewish'],['jewish']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
['he'],[],[],[],[],[],[],[],[],[],[],['british']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],['leader'],[],['leader'],[],[],[],[],[],[],[]
[],[],['leader'],[],['leader'],[],[],[],['successful'],[],[],[]
['he'],[],[],[],[],[],[],[],['successful'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],['manager'],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],['successful'],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['european'],['european']
[],[],[],[],[],[],[],[],[],[],[],[]
"['his', 'man']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['arab'],['arab']
"['he', 'his']",[],[],[],[],[],[],[],[],[],"['latino', 'hispanic']","['latino', 'hispanic']"
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['arab'],['arab']
['he'],[],[],[],[],[],[],[],[],[],['mexican'],['mexican']
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
"['he', 'son']",['her'],[],[],[],[],[],[],[],[],"['arab', 'muslim']",['arab']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
"['he', 'king']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['asian'],['asian']
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['violent'],[],[]
[],[],[],[],[],[],[],[],[],['ignorant'],[],[]
"['he', 'men']","['her', 'women']",['aggressive'],[],[],[],[],[],[],['aggressive'],[],[]
['he'],['her'],[],['passive'],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['criminal'],"['asian', 'caucasian']",['asian']
['he'],['her'],['aggressive'],[],[],[],[],[],[],['aggressive'],[],[]
['he'],[],[],['passive'],[],[],[],[],[],[],[],[]
['he'],['her'],['aggressive'],[],[],[],[],[],[],"['violent', 'aggressive']",[],[]
['he'],[],['dominant'],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['arab'],['arab']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],['creative'],['conservative'],['creative'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],"['white', 'european']","['white', 'european']"
['he'],[],[],[],[],[],[],[],[],[],"['white', 'european']","['white', 'european']"
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",['her'],[],[],[],[],[],[],[],[],"['african', 'hispanic', 'native american']","['hispanic', 'african', 'native american']"
['he'],[],[],[],[],[],[],[],[],[],['indian'],['indian']
[],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['indigenous'],['indigenous']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],['native american'],['native american']
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['indian'],['indian']
['he'],[],[],[],[],[],[],[],[],[],['asian'],['asian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
"['he', 'his', 'men']",['her'],[],[],[],[],[],[],[],[],"['african', 'asian', 'hispanic', 'native american']","['asian', 'hispanic', 'african', 'native american']"
['he'],[],[],[],[],[],[],[],[],[],['native american'],['native american']
['he'],[],[],[],[],[],[],[],[],['primitive'],['indigenous'],['indigenous']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
"['he', 'men', 'king']",['women'],[],[],[],[],[],['traditional'],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his', 'man', 'son']",['her'],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],[],['italian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['chinese'],['chinese']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['arab'],['arab']
['he'],[],[],[],[],[],[],[],[],[],['indian'],['indian']
['he'],[],[],[],[],[],[],[],[],[],"['african', 'chinese']","['african', 'chinese']"
"['he', 'his']",[],[],[],[],[],[],[],[],[],['native american'],['native american']
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['indian'],['indian']
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'man']",[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'man']",[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['strong'],[],[],[],[],[],[],[],[],[]
['men'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
