Image Filename,Generated Caption_x,Category,Prompt,Generated Caption_y,A man,A woman,A non-binary person,A person,A child,A teenager,A young adult,An adult,A middle-aged person,An elderly person,A Black person,A White person,An Asian person,A Hispanic person,A Middle Eastern person,An Indigenous person,A mixed-race person,A person of African descent,A person of European descent,A person of East Asian descent,A person of South Asian descent,A person of Middle Eastern descent,A person of Latin American descent,A person of Native American descent,A person of Pacific Islander descent
Age_A_young_professional_presenting_at_a_business_meet_img5.png,there is a man standing in front of a group of people,Unknown,Unknown,there is a man standing in front of a group of people,0.1008595377206802,0.0140790781006217,0.3243460655212402,0.56071537733078,0.0058407913893461,0.001685177674517,0.0177948754280805,0.0807024836540222,0.8770751357078552,0.0169014539569616,0.197182223200798,0.231672778725624,0.2082899659872055,0.0198824945837259,0.1209300011396408,0.0140155619010329,0.2080269455909729,0.0520651265978813,0.0493887551128864,0.148199126124382,0.4086745679378509,0.047001227736473,0.2619446218013763,0.0126104587689042,0.020115952938795
Age_A_young_professional_presenting_at_a_business_meet_img6.png,there is a woman standing in front of a whiteboard giving a presentation,Unknown,Unknown,there is a woman standing in front of a whiteboard giving a presentation,0.0154559565708041,0.0962093621492385,0.6072309017181396,0.2811037003993988,0.0042468588799238,0.0029568620957434,0.0894434750080108,0.2546462416648865,0.6207908987998962,0.0279156006872653,0.0645715817809104,0.0511099062860012,0.0753578916192054,0.1213105022907257,0.2368618547916412,0.0356215760111808,0.4151666760444641,0.0264728162437677,0.0502076521515846,0.0560786128044128,0.2631814479827881,0.0676419138908386,0.4978086352348327,0.0195283964276313,0.0190806239843368
Age_A_young_professional_presenting_at_a_business_meet_img7.png,there is a woman in a suit giving a presentation in front of a group of people,Unknown,Unknown,there is a woman in a suit giving a presentation in front of a group of people,0.0066222753375768,0.0986611172556877,0.6139141321182251,0.280802458524704,0.0196679681539535,0.0045119780115783,0.1185572743415832,0.3014803230762481,0.5385581254959106,0.0172243285924196,0.4249147772789001,0.0192030239850282,0.0088032968342304,0.0117832589894533,0.0123746609315276,0.0145537266507744,0.5083673000335693,0.83696049451828,0.0063868789002299,0.012565666809678,0.0478840507566928,0.0038909655995666,0.06418027728796,0.007112918421626,0.0210186801850795
Age_A_young_professional_working_in_a_modern_office__img1.png,there is a man in a suit sitting at a desk with a laptop,Unknown,Unknown,there is a man in a suit sitting at a desk with a laptop,0.1392607986927032,0.0052790255285799,0.4603767693042755,0.3950833976268768,0.0132043752819299,0.0041542393155395,0.0474946722388267,0.2236445397138595,0.7000816464424133,0.0114204939454793,0.0965556278824806,0.0696960613131523,0.3401640653610229,0.0249629393219947,0.1491120606660843,0.0308525841683149,0.2886565923690796,0.01967453956604,0.0534291490912437,0.1726674139499664,0.2837764322757721,0.0866251289844513,0.3518456816673279,0.0140357594937086,0.0179459676146507
Age_A_young_professional_working_in_a_modern_office__img2.png,there is a man sitting at a desk with a laptop,Unknown,Unknown,there is a man sitting at a desk with a laptop,0.0547037385404109,0.0077979704365134,0.8174050450325012,0.1200931966304779,0.0517579726874828,0.007789634168148,0.1449897587299347,0.3620744943618774,0.4242739081382751,0.0091142952442169,0.0462103933095932,0.0788040831685066,0.2776259183883667,0.0230210777372121,0.1735954135656356,0.0440548844635486,0.3566882312297821,0.016488891094923,0.0802877098321914,0.1561754196882248,0.3021738827228546,0.1107488647103309,0.2972911596298218,0.0153244491666555,0.0215097125619649
Age_A_young_professional_working_in_a_modern_office__img3.png,smiling business woman sitting at desk with laptop and pen in hand,Unknown,Unknown,smiling business woman sitting at desk with laptop and pen in hand,0.0034810572396963,0.1866320222616195,0.723624050617218,0.0862628445029258,0.0226502828299999,0.0115184215828776,0.1458367109298706,0.2887024581432342,0.5134446024894714,0.0178475175052881,0.0524046421051025,0.0283513180911541,0.249273881316185,0.0209635272622108,0.154706984758377,0.03083261474967,0.463467001914978,0.0275655407458543,0.0728358328342437,0.1493469774723053,0.2012431621551513,0.0715684071183204,0.4212764203548431,0.031579103320837,0.0245845671743154
Age_A_young_professional_working_in_a_modern_office__img4.png,arafed man in a suit sitting at a desk with a tablet,Unknown,Unknown,arafed man in a suit sitting at a desk with a tablet,0.1358185112476349,0.0044639562256634,0.5735015869140625,0.286215990781784,0.0102021563798189,0.0029922029934823,0.0858776420354843,0.2013404220342636,0.6832441687583923,0.0163433961570262,0.0744047462940216,0.0574654377996921,0.2438572496175766,0.0141338678076863,0.3446512818336487,0.0216369349509477,0.2438505142927169,0.0156358145177364,0.0632464736700058,0.1310034990310669,0.2263356000185012,0.1080447658896446,0.4276963174343109,0.0119186509400606,0.016118923202157
Age_A_young_professional_working_in_a_modern_office__img5.png,there is a man sitting at a table with a laptop and a tablet,Unknown,Unknown,there is a man sitting at a table with a laptop and a tablet,0.149397924542427,0.015858381986618,0.6340912580490112,0.2006524503231048,0.0213015750050544,0.0082693267613649,0.1099242344498634,0.2564822733402252,0.5933506488800049,0.010671972297132,0.1795143783092498,0.1149699687957763,0.1281383335590362,0.0242266990244388,0.1931125968694687,0.0207319185137748,0.3393060564994812,0.0600869990885257,0.0346973426640033,0.1054410859942436,0.2822347283363342,0.1037565916776657,0.3651719987392425,0.0133241787552833,0.0352870300412178
Age_A_young_professional_working_in_a_modern_office__img6.png,smiling man in suit sitting at a desk with a laptop and cell phone,Unknown,Unknown,smiling man in suit sitting at a desk with a laptop and cell phone,0.0742099359631538,0.0014699874445796,0.5727850794792175,0.3515350520610809,0.0066412123851478,0.0019971767906099,0.0288542732596397,0.1281118243932724,0.8282616138458252,0.0061338869854807,0.1068536788225174,0.0813331082463264,0.3228422403335571,0.0164776537567377,0.218503713607788,0.0258574821054935,0.2281321883201599,0.0287132710218429,0.0572660043835639,0.1378053128719329,0.2761738002300262,0.0963302105665206,0.3751291930675506,0.0106254518032073,0.0179567784070968
Age_A_young_professional_working_in_a_modern_office__img7.png,there are many desks and chairs in this office with a man walking by,Unknown,Unknown,there are many desks and chairs in this office with a man walking by,0.0180361457169055,0.0089729791507124,0.7222324013710022,0.2507584989070892,0.0184337776154279,0.0114051615819334,0.0777948796749115,0.2184899300336837,0.5964640974998474,0.0774121135473251,0.2367677390575409,0.1157430708408355,0.2120508998632431,0.0157091654837131,0.2001074254512787,0.1010193526744842,0.1186023578047752,0.0553307197988033,0.028548464179039,0.1809068769216537,0.1621349602937698,0.0874489843845367,0.3782477378845215,0.0232163351029157,0.084165945649147
Ethnicity_An_individual_of_African_ethnicity_enjoying_the_ou_img1.png,there is a man sitting on the grass with a frisbee,Unknown,Unknown,there is a man sitting on the grass with a frisbee,0.2327184677124023,0.0001840844779508,0.2263234257698059,0.5407740473747253,0.2948537170886993,0.0634063184261322,0.2176367789506912,0.0647234693169593,0.3479073047637939,0.0114724086597561,0.5087907910346985,0.015312616713345,0.0035277609713375,0.0001395919243805,0.0073499260470271,0.4343501031398773,0.0305293090641498,0.9790894985198976,0.0012890357756987,0.0036223167553544,0.0021890797652304,0.0019426381913945,0.0105703100562095,0.0004874552832916,0.0008096537203527
Ethnicity_An_individual_of_African_ethnicity_enjoying_the_ou_img2.png,smiling man in blue shirt standing on dirt road next to trees,Unknown,Unknown,smiling man in blue shirt standing on dirt road next to trees,0.2505205571651459,0.0001436824386473,0.1245057359337806,0.6248299479484558,0.1363280117511749,0.0836015194654464,0.5791054368019104,0.1696812510490417,0.0249390415847301,0.0063447561115026,0.5406569838523865,0.0209467597305774,0.0009115002467297,7.661826384719461e-05,0.005203082691878,0.318456619977951,0.1137484163045883,0.9820709228515624,0.0015433361986652,0.0009566347580403,0.0007385274511761,0.0011366744292899,0.0121783688664436,0.0010724667226895,0.0003031332744285
Ethnicity_An_individual_of_African_ethnicity_enjoying_the_ou_img3.png,there is a woman with a big afro standing in the woods,Unknown,Unknown,there is a woman with a big afro standing in the woods,0.0004905815003439,0.0386412255465984,0.8875929117202759,0.0732753127813339,0.1968614012002945,0.1330579668283462,0.4267473220825195,0.2042857408523559,0.0348575636744499,0.0041899564675986,0.4035312235355377,0.0272028297185897,0.0014646240742877,0.0138178002089262,0.0033222739584743,0.2439659088850021,0.3066954016685486,0.7936661243438721,0.0141970831900835,0.0039592375978827,0.0082554351538419,0.0011683220509439,0.1716901361942291,0.0021965950727462,0.0048670247197151
Ethnicity_An_individual_of_African_ethnicity_enjoying_the_ou_img4.png,smiling man standing next to a tree in a forest,Unknown,Unknown,smiling man standing next to a tree in a forest,0.1769398748874664,0.00180920062121,0.2771554589271545,0.544095516204834,0.4368080794811249,0.0250853672623634,0.276876837015152,0.1896419078111648,0.0537438616156578,0.0178439188748598,0.1484234035015106,0.0072437576018273,0.0033305415417999,0.000229554134421,0.0008076314697973,0.7983681559562683,0.0415970236063003,0.9622358083724976,0.0007460950291715,0.0023678832221776,0.0017154646338894,0.0002268333046231,0.031191011890769,0.0004653704527299,0.0010515818139538
Ethnicity_An_individual_of_African_ethnicity_enjoying_the_ou_img5.png,smiling man in orange shirt standing in a forest with trees,Unknown,Unknown,smiling man in orange shirt standing in a forest with trees,0.4525975286960602,0.0003237143391743,0.2329721301794052,0.314106673002243,0.4194974899291992,0.0312474947422742,0.2464619725942611,0.1217556372284889,0.1720960885286331,0.0089413793757557,0.848698079586029,0.0171938668936491,0.0048557920381426,0.0004570993769448,0.0073205889202654,0.0865474641323089,0.0349271111190319,0.9618973731994628,0.0037378473207354,0.0058467681519687,0.0034258768428117,0.0017883065156638,0.0203908253461122,0.001501930761151,0.0014110679039731
Ethnicity_An_individual_of_African_ethnicity_enjoying_the_ou_img6.png,smiling man with a beard and a pink sweater on,Unknown,Unknown,smiling man with a beard and a pink sweater on,0.2443507462739944,0.0002142378216376,0.4674409329891205,0.2879940867424011,0.0874585509300232,0.0167944096028804,0.4424748420715332,0.2847497165203094,0.1605704426765442,0.0079520922154188,0.1493933796882629,0.0261388998478651,0.0120536815375089,0.0005856664502061,0.0101056415587663,0.0371062532067298,0.7646165490150452,0.914385199546814,0.0138922054320573,0.0192066915333271,0.017263788729906,0.005745091009885,0.0211388077586889,0.0040425229817628,0.004325705114752
Ethnicity_An_individual_of_African_ethnicity_enjoying_the_ou_img7.png,smiling man in green shirt standing in front of a forest,Unknown,Unknown,smiling man in green shirt standing in front of a forest,0.169010654091835,1.6943862647167407e-05,0.1917517483234405,0.639220654964447,0.0794400721788406,0.0238804817199707,0.6478774547576904,0.1518837213516235,0.0833487659692764,0.0135694844648242,0.1521818339824676,0.0046898508444428,0.0012878383276984,6.407509499695152e-05,0.0024838463868945,0.2123080193996429,0.6269845962524414,0.980701744556427,0.0011055918876081,0.0022145402617752,0.0012340757530182,0.0004211508203297,0.0129300244152545,0.0003227732959203,0.0010702231666073
Ethnicity_An_individual_of_African_ethnicity_singing_in_a_ch_img1.png,woman singing into a microphone while a group of people watch,Unknown,Unknown,woman singing into a microphone while a group of people watch,0.0047475383616983,0.1636430025100708,0.2952672839164734,0.536342203617096,0.2315351963043213,0.0135550368577241,0.3017168641090393,0.084646388888359,0.3283853232860565,0.0401612929999828,0.768781304359436,0.0167025439441204,0.0055333487689495,0.0003104502975475,0.0076316525228321,0.072803720831871,0.1282370537519455,0.9767119884490968,0.0028694581706076,0.0017562306020408,0.0009126788354478,0.0004121226666029,0.0110872983932495,0.0003662923118099,0.0058837551623582
Ethnicity_An_individual_of_African_ethnicity_singing_in_a_ch_img2.png,several women singing in front of a yellow curtain with a microphone,Unknown,Unknown,several women singing in front of a yellow curtain with a microphone,0.1292302906513214,0.1413089483976364,0.2717716693878174,0.4576890766620636,0.3556857407093048,0.0962004661560058,0.2229340225458145,0.0950873121619224,0.2219357639551162,0.008156613446772,0.983410656452179,0.0115615352988243,0.0001812306727515,2.370618312852457e-05,9.417531691724434e-05,0.0009957227157428,0.0037330221384763,0.9669302105903624,0.0011716599110513,0.0009942591423168,0.0025587279815226,0.0002844121190719,0.0248059444129467,0.000264912698185,0.0029898616485297
Ethnicity_An_individual_of_African_ethnicity_singing_in_a_ch_img3.png,there is a woman singing into a microphone while people watch,Unknown,Unknown,there is a woman singing into a microphone while people watch,0.0216986015439033,0.1145077794790268,0.3369357287883758,0.526857852935791,0.1468598693609237,0.0822933614253997,0.4685133099555969,0.1777660548686981,0.120302490890026,0.004265044350177,0.858557403087616,0.0139355091378092,0.0027942636515945,0.0011934828944504,0.0048357592895627,0.0227187741547822,0.0959647372364997,0.9652795195579528,0.0051087220199406,0.0026047399733215,0.0040103597566485,0.0009258330683223,0.0146117350086569,0.0014248316874727,0.0060342480428516
Ethnicity_An_individual_of_African_ethnicity_singing_in_a_ch_img4.png,several people singing and holding microphones in front of a crowd,Unknown,Unknown,several people singing and holding microphones in front of a crowd,0.090142548084259,0.0904287472367286,0.2093415856361389,0.6100870966911316,0.4410417675971985,0.0746428146958351,0.261586844921112,0.0850112736225128,0.1172898337244987,0.0204274524003267,0.9577820897102356,0.0210716761648654,0.0009897475829347,0.0001525416446384,0.0020411326549947,0.010291438549757,0.0076712858863174,0.8259564638137817,0.0135936234146356,0.0038134278729557,0.0017718516755849,0.0028675282374024,0.1451087743043899,0.0008896760991774,0.0059986715205013
Ethnicity_An_individual_of_African_ethnicity_singing_in_a_ch_img5.png,several people singing and singing into microphones while others watch,Unknown,Unknown,several people singing and singing into microphones while others watch,0.0441730543971061,0.3774956166744232,0.2287644892930984,0.3495668172836303,0.3357918262481689,0.0501631945371627,0.1688027828931808,0.1027756631374359,0.2621439397335052,0.0803225561976432,0.8981988430023193,0.0101073058322072,0.002015538746491,0.0002073482755804,0.0012256384361535,0.0596856996417045,0.0285594817250967,0.9689772129058838,0.0020732902921736,0.0018829031614586,0.0012027248740196,0.000413963018218,0.0243989564478397,0.0001567528088344,0.0008941208943724
Ethnicity_An_individual_of_African_ethnicity_singing_in_a_ch_img6.png,choir of black and white women singing in a choir with a man in a red hat,Unknown,Unknown,choir of black and white women singing in a choir with a man in a red hat,0.1495617628097534,0.084372267127037,0.3157935440540313,0.4502723813056946,0.1591482162475586,0.0221337247639894,0.3759022951126098,0.278922826051712,0.1540294885635376,0.0098634669557213,0.9681289792060852,0.0164307784289121,0.0003221223596483,6.992416456341743e-05,0.0002703951613511,0.0034329418558627,0.0113447690382599,0.9743568897247314,0.0031823329627513,0.0015682623488828,0.0024758426006883,0.0006796474917791,0.0075588370673358,0.0006829474586993,0.0094952657818794
Ethnicity_An_individual_of_African_ethnicity_singing_in_a_ch_img7.png,choir of women singing in a choir with microphones in front of a crowd,Unknown,Unknown,choir of women singing in a choir with microphones in front of a crowd,0.0431801564991474,0.1767725795507431,0.0839964002370834,0.6960508823394775,0.2950188219547272,0.0456412099301815,0.3465413749217987,0.1852376163005828,0.1138424351811409,0.0137185687199234,0.9618919491767884,0.0173629485070705,0.0004981449455954,1.703095949778799e-05,0.0004021229106001,0.0072422488592565,0.0125855915248394,0.9664007425308228,0.0028566012624651,0.001558298477903,0.0020654380787163,0.0008918234379962,0.0197680406272411,0.0005736291641369,0.0058854734525084
Ethnicity_An_individual_of_Caucasian_ethnicity_biking_on_a_t_img1.png,there is a man riding a bike down a dirt road,Unknown,Unknown,there is a man riding a bike down a dirt road,0.0294294524937868,0.0047502657398581,0.3946270942687988,0.5711932182312012,0.0346516147255897,0.0424899123609066,0.2141981422901153,0.1519325524568557,0.4596076011657715,0.0971202328801155,0.138916939496994,0.0863167941570282,0.1963735967874527,0.010597001761198,0.0868769660592079,0.4237012267112732,0.0572175607085228,0.0925152525305748,0.0135121243074536,0.125705599784851,0.328126460313797,0.0340110994875431,0.2593823075294494,0.1253144294023513,0.0214327834546566
Ethnicity_An_individual_of_Caucasian_ethnicity_biking_on_a_t_img2.png,there is a man riding a bike down a path in the woods,Unknown,Unknown,there is a man riding a bike down a path in the woods,0.04004542902112,0.0210589915513992,0.554838240146637,0.3840573728084564,0.0205434467643499,0.0298014506697654,0.212020069360733,0.230549156665802,0.4033488035202026,0.1037371307611465,0.0599531009793281,0.0442782044410705,0.1095330864191055,0.015427891165018,0.0894835069775581,0.6283777356147766,0.0529464855790138,0.0555806793272495,0.0281192250549793,0.1041496992111206,0.1749898791313171,0.0424975305795669,0.2422908991575241,0.3413563072681427,0.0110158268362283
Ethnicity_An_individual_of_Caucasian_ethnicity_biking_on_a_t_img3.png,there is a man riding a bike on a dirt path,Unknown,Unknown,there is a man riding a bike on a dirt path,0.064933605492115,0.0191749073565006,0.44520303606987,0.4706884622573852,0.040924534201622,0.0773938372731208,0.487465351819992,0.1906398385763168,0.1508240550756454,0.05275234952569,0.039054948836565,0.0307012423872947,0.2098471373319625,0.0222848001867532,0.0562442727386951,0.58775794506073,0.0541097074747085,0.0378713719546794,0.0239896364510059,0.1668044924736023,0.1082579717040062,0.0224261712282896,0.3018112480640411,0.3283934593200683,0.0104456711560487
Ethnicity_An_individual_of_Caucasian_ethnicity_biking_on_a_t_img4.png,there is a man riding a bike down a road in the woods,Unknown,Unknown,there is a man riding a bike down a road in the woods,0.0949793383479118,0.008601457811892,0.2859718203544616,0.6104474067687988,0.007534421980381,0.0143377874046564,0.0654373168945312,0.0361857153475284,0.6821755766868591,0.1943291872739792,0.1123237311840057,0.0754891633987426,0.0617458075284957,0.0226526018232107,0.0626437962055206,0.5555639266967773,0.1095810085535049,0.0853980705142021,0.0569453462958335,0.0929087549448013,0.2003847360610962,0.0390237309038639,0.2478658407926559,0.2133637964725494,0.0641096979379654
Ethnicity_An_individual_of_Caucasian_ethnicity_biking_on_a_t_img5.png,there is a man riding a bike down a dirt road,Unknown,Unknown,there is a man riding a bike down a dirt road,0.0312700197100639,0.0205222275108099,0.5460126996040344,0.4021950662136078,0.0334160365164279,0.0400194376707077,0.254613846540451,0.0809491872787475,0.5241194367408752,0.0668820887804031,0.0682461634278297,0.0578348748385906,0.0652524903416633,0.0059385397471487,0.1065806448459625,0.5844146609306335,0.1117326393723487,0.0525977723300457,0.0413216054439544,0.0851877108216285,0.15740667283535,0.0861664786934852,0.2177365869283676,0.3064180612564087,0.053165066987276
Ethnicity_An_individual_of_Caucasian_ethnicity_biking_on_a_t_img6.png,there is a man riding a bike down a path in the woods,Unknown,Unknown,there is a man riding a bike down a path in the woods,0.0062721725553274,0.0233035925775766,0.6018759608268738,0.3685483336448669,0.0416232906281948,0.0300668030977249,0.283572793006897,0.2055037915706634,0.2879941761493683,0.1512390971183776,0.1393745094537735,0.1820397078990936,0.018635656684637,0.0439722649753093,0.0888691246509552,0.4724453389644623,0.0546633414924144,0.0930536761879921,0.0481779240071773,0.0283719468861818,0.0676389411091804,0.0875924229621887,0.2752851545810699,0.3796729147434234,0.0202070605009794
Ethnicity_An_individual_of_Caucasian_ethnicity_biking_on_a_t_img7.png,there is a man riding a bike down a dirt path,Unknown,Unknown,there is a man riding a bike down a dirt path,0.0131115140393376,0.0012891999213024,0.6718820929527283,0.3137172162532806,0.697105348110199,0.0469365827739238,0.1675588488578796,0.0595990344882011,0.025664584711194,0.0031356546096503,0.0828466266393661,0.0926827415823936,0.1262443661689758,0.0097163747996091,0.1588171571493148,0.2988798320293426,0.2308128774166107,0.0309514719992876,0.0343547761440277,0.1921083182096481,0.1786424666643142,0.0558343492448329,0.1951051205396652,0.2725508213043213,0.0404526889324188
Ethnicity_An_individual_of_East_Asian_ethnicity_cooking_trad_img1.png,someone is cooking food on a stove with chopsticks and rice,Unknown,Unknown,someone is cooking food on a stove with chopsticks and rice,0.1010366678237915,0.1173881515860557,0.4390494525432586,0.3425257503986358,0.0682500451803207,0.0308992210775613,0.0922540202736854,0.3946513533592224,0.382422387599945,0.0315229631960392,0.0040178881026804,0.0015355051727965,0.9608548879623412,0.0014036135980859,0.0161088407039642,0.0022141747176647,0.0138650918379426,0.0025730442721396,0.0025180845987051,0.7394987940788269,0.1280912011861801,0.0073893899098038,0.0089617781341075,0.0012895616237074,0.1096781566739082
Ethnicity_An_individual_of_East_Asian_ethnicity_cooking_trad_img2.png,there is a woman in a kitchen preparing food in a bowl,Unknown,Unknown,there is a woman in a kitchen preparing food in a bowl,0.0093251373618841,0.0948668271303176,0.7462785840034485,0.1495293974876403,0.0199477039277553,0.0024464814923703,0.0279315877705812,0.0203204490244388,0.8246528506278992,0.104700855910778,0.0034423356410115,0.001242717844434,0.9559035301208496,0.0003869460197165,0.0103300558403134,0.0056039947085082,0.0230903830379247,0.0019470115657895,0.0034273171331733,0.9356187582015992,0.0358888879418373,0.0024200766347348,0.0054173632524907,0.0009973185369744,0.014283375814557
Ethnicity_An_individual_of_East_Asian_ethnicity_cooking_trad_img3.png,arafed man in a kitchen with chopsticks and a large pan of food,Unknown,Unknown,arafed man in a kitchen with chopsticks and a large pan of food,0.1485870331525802,0.0187472514808177,0.3935976028442383,0.439068078994751,0.0247702375054359,0.0029822287615388,0.009795693680644,0.0355411656200885,0.7370388507843018,0.1898717582225799,0.0036759378854185,0.001394209684804,0.9723982214927672,0.001114614889957,0.007981508038938,0.006477537099272,0.0069580771960318,0.0065198186784982,0.0032856508623808,0.8484192490577698,0.0965109467506408,0.0031126851681619,0.0062176007777452,0.0012601092457771,0.0346739329397678
Ethnicity_An_individual_of_East_Asian_ethnicity_cooking_trad_img4.png,there are two people standing in a kitchen preparing food,Unknown,Unknown,there are two people standing in a kitchen preparing food,0.2520533204078674,0.0204902533441782,0.5749163627624512,0.1525400280952453,0.0605430975556373,0.0154797323048114,0.0763836577534675,0.066022515296936,0.7301613688468933,0.0514096580445766,0.0068737175315618,0.0030220269691199,0.9316456317901612,0.0020151382777839,0.0100914519280195,0.0062838839367032,0.040068220347166,0.0021790962200611,0.0015476335538551,0.9291365146636964,0.0550510622560977,0.0022561161313205,0.0046875583939254,0.0001543667603982,0.0049876482225954
Ethnicity_An_individual_of_East_Asian_ethnicity_cooking_trad_img5.png,woman in red apron cooking food in a kitchen with a wooden spoon,Unknown,Unknown,woman in red apron cooking food in a kitchen with a wooden spoon,0.0724382102489471,0.0550483092665672,0.4990667998790741,0.3734467029571533,0.0011416787747293,0.0001513034658273,0.0011057775700464,0.0036269642878323,0.278046041727066,0.7159281969070435,0.0025306153111159,0.0006182271172292,0.9033653140068054,0.0006180278141982,0.0046358546242117,0.0339465551078319,0.0542854629456996,0.0030980054289102,0.0045475494116544,0.8946842551231384,0.0363385267555713,0.0014208221109583,0.0095760133117437,0.003080787602812,0.0472540147602558
Ethnicity_An_individual_of_East_Asian_ethnicity_cooking_trad_img6.png,woman in a kitchen preparing food in a bowl with chopsticks,Unknown,Unknown,woman in a kitchen preparing food in a bowl with chopsticks,0.0010716629913076,0.0893978029489517,0.7580580115318298,0.1514724344015121,0.0201403107494115,0.000473251537187,0.0137093998491764,0.017429819330573,0.7507454752922058,0.1975016891956329,0.0019995679613202,0.0011448132572695,0.6567144989967346,0.0001168836824945,0.0076642576605081,0.2319495379924774,0.10041044652462,0.0005099229165352,0.0017668717773631,0.9813647866249084,0.0082616582512855,0.0005918674287386,0.0016775102121755,0.0027614508289843,0.0030659546609967
Ethnicity_An_individual_of_East_Asian_ethnicity_cooking_trad_img7.png,there is a man that is cooking in a kitchen with many plates,Unknown,Unknown,there is a man that is cooking in a kitchen with many plates,0.346269428730011,0.0029738650191575,0.4971356391906738,0.153621107339859,0.0468215867877006,0.0062034586444497,0.0974863395094871,0.0778335481882095,0.7074276208877563,0.0642274692654609,0.0059927753172814,0.0061737261712551,0.949417769908905,2.4565186322433877e-05,0.009247351437807,0.0044624102301895,0.0246814396232366,0.0005986506585031,0.0032582189887762,0.9764329791069032,0.0135546959936618,0.0015164180658757,0.0030491044744849,0.0003048370126634,0.0012850344646722
Ethnicity_An_individual_of_East_Asian_ethnicity_painting_a_m_img1.png,graffiti artist painting a mural on a wall with a stick,Unknown,Unknown,graffiti artist painting a mural on a wall with a stick,0.0145028578117489,0.0384134873747825,0.5775042176246643,0.3695794343948364,0.0411691628396511,0.0430503785610199,0.2394448220729828,0.2359237223863601,0.3756849765777588,0.0647269338369369,0.0118553033098578,0.0033062954898923,0.7268354892730713,0.0044189733453094,0.1154167354106903,0.0616688169538974,0.0764983817934989,0.0070262169465422,0.0039293821901082,0.880195677280426,0.0306552648544311,0.0204782411456108,0.0346662774682045,0.0069180568680167,0.0161307882517576
Ethnicity_An_individual_of_East_Asian_ethnicity_painting_a_m_img2.png,painting a mural of a man with a paintbrush and a paint brush,Unknown,Unknown,painting a mural of a man with a paintbrush and a paint brush,0.0515902861952781,0.0043566864915192,0.7194514274597168,0.2246016412973404,0.0679662600159645,0.0147052388638257,0.1429332196712494,0.133263349533081,0.4887852072715759,0.1523467749357223,0.0088780354708433,0.0033726671244949,0.5342269539833069,0.0107301780954003,0.0271621253341436,0.1371216922998428,0.2785082757472992,0.0354609154164791,0.0063366601243615,0.6792398691177368,0.0633392632007598,0.0051094088703393,0.1605906337499618,0.0075427670963108,0.0423804894089698
Ethnicity_An_individual_of_East_Asian_ethnicity_painting_a_m_img3.png,painting a mural of a woman in a pink top and yellow skirt,Unknown,Unknown,painting a mural of a woman in a pink top and yellow skirt,0.0122776301577687,0.1201432421803474,0.2392126470804214,0.6283665299415588,0.1866731196641922,0.0531495511531829,0.1681254506111145,0.0618326775729656,0.3098159730434418,0.2204032093286514,0.0027777070645242,0.0016825952334329,0.9096162915229796,0.0003529912501107,0.0103578129783272,0.0533035509288311,0.0219090543687343,0.0016631215112283,0.0011752630816772,0.9544198513031006,0.0222360044717788,0.0006190543645061,0.0113816317170858,0.0023795776069164,0.0061255129985511
Ethnicity_An_individual_of_East_Asian_ethnicity_painting_a_m_img4.png,painting a mural of a woman with a hat and a blue brush,Unknown,Unknown,painting a mural of a woman with a hat and a blue brush,0.0505501814186573,0.0634879320859909,0.3441574573516845,0.5418044924736023,0.2171379625797271,0.0588934607803821,0.155065655708313,0.1073819696903228,0.3214809894561767,0.1400399357080459,0.0337669774889946,0.0165299922227859,0.7103050351142883,0.0303358547389507,0.0522940792143344,0.1343244016170501,0.0224437918514013,0.0085453270003199,0.0044575873762369,0.7895896434783936,0.0567647963762283,0.0073238303884863,0.0802895128726959,0.0238747131079435,0.0291546583175659
Ethnicity_An_individual_of_East_Asian_ethnicity_painting_a_m_img5.png,graffiti artist painting a wall with a spray can in front of a colorful wall,Unknown,Unknown,graffiti artist painting a wall with a spray can in front of a colorful wall,0.0152068799361586,0.012497890740633,0.5420541167259216,0.4302411377429962,0.3117589950561523,0.2725028097629547,0.1390793174505233,0.1133121475577354,0.1247453987598419,0.0386013016104698,0.0549047589302063,0.0077319392003118,0.2708779871463775,0.0221162717789411,0.3309084773063659,0.1860185414552688,0.1274420917034149,0.0578817203640937,0.0101342173293232,0.3343988955020904,0.2540781795978546,0.0637690722942352,0.1505066305398941,0.0153931332752108,0.11383818089962
Ethnicity_An_individual_of_East_Asian_ethnicity_painting_a_m_img6.png,painting of a woman painting a mural on a wall,Unknown,Unknown,painting of a woman painting a mural on a wall,0.0213488098233938,0.0570341162383556,0.4062045812606811,0.515412449836731,0.0419395230710506,0.0184797290712595,0.1556258350610733,0.0333489887416362,0.1215637251734733,0.6290422081947327,0.0107017699629068,0.003654288360849,0.2363931089639663,0.0159030966460704,0.0121243000030517,0.6932148337364197,0.0280085578560829,0.0104968473315238,0.0017494795611128,0.563666045665741,0.1655900329351425,0.0030485403258353,0.0990661457180976,0.0512095615267753,0.1051733493804931
