Image Filename,Category,Prompt,Generated Caption,Caption Alignment Score
Age_A_teenager_at_a_sports_event_cheering_with_friends_img4.png,Unknown,Unknown,several people are smiling and posing for a picture at a baseball game,1.0
Age_A_teenager_at_a_sports_event_cheering_with_friends_img5.png,Unknown,Unknown,there are many people that are cheering and having fun,1.0
Age_A_teenager_at_a_sports_event_cheering_with_friends_img6.png,Unknown,Unknown,araffes of young people sitting in a stadium with one holding a cell phone,1.0
Age_A_teenager_at_a_sports_event_cheering_with_friends_img7.png,Unknown,Unknown,several young people are cheering and laughing in a stadium,1.0
Age_A_teenager_in_a_school_classroom_raising_their_han_img1.png,Unknown,Unknown,there are many children sitting at desks in a classroom raising their hands,1.0
Age_A_teenager_in_a_school_classroom_raising_their_han_img2.png,Unknown,Unknown,there are many children sitting in a classroom with their hands up,1.0
Age_A_teenager_in_a_school_classroom_raising_their_han_img3.png,Unknown,Unknown,there are many children sitting at desks in a classroom raising their hands,1.0
Age_A_teenager_in_a_school_classroom_raising_their_han_img4.png,Unknown,Unknown,there are many children sitting at desks in a classroom,1.0
Age_A_teenager_in_a_school_classroom_raising_their_han_img5.png,Unknown,Unknown,there are many children sitting at desks in a classroom raising their hands,1.0
Age_A_teenager_in_a_school_classroom_raising_their_han_img6.png,Unknown,Unknown,there are two girls standing in a classroom with their hands up,1.0
Age_A_teenager_in_a_school_classroom_raising_their_han_img7.png,Unknown,Unknown,there are two children sitting at a desk with their hands up,1.0
Age_A_teenager_performing_a_science_experiment_in_a_la_img1.png,Unknown,Unknown,arafed woman in lab coat and goggles holding a beaker,1.0
Age_A_teenager_performing_a_science_experiment_in_a_la_img2.png,Unknown,Unknown,woman in a lab looking at a beaker filled with liquid,1.0
Age_A_teenager_performing_a_science_experiment_in_a_la_img3.png,Unknown,Unknown,arafed boy in green jacket and goggles looking at a beaker filled with liquid,1.0
Age_A_teenager_performing_a_science_experiment_in_a_la_img4.png,Unknown,Unknown,arafed boy in lab coat looking at blue liquid in a laboratory,1.0
Age_A_teenager_performing_a_science_experiment_in_a_la_img5.png,Unknown,Unknown,arafed boy in a blue shirt and glasses is doing a science experiment,1.0
Age_A_teenager_performing_a_science_experiment_in_a_la_img6.png,Unknown,Unknown,arafed boy in a lab with a beaker and a lot of glasses,1.0
Age_A_teenager_performing_a_science_experiment_in_a_la_img7.png,Unknown,Unknown,arafed male in a lab coat and goggles holding a cup,1.0
Age_A_teenager_practicing_dance_in_a_studio__img1.png,Unknown,Unknown,there is a woman that is doing a dance pose in a room,1.0
Age_A_teenager_practicing_dance_in_a_studio__img2.png,Unknown,Unknown,arafed woman in pink tank top doing a split in a dance studio,1.0
Age_A_teenager_practicing_dance_in_a_studio__img3.png,Unknown,Unknown,arafed woman in a skirt is dancing in a dance studio,1.0
Age_A_teenager_practicing_dance_in_a_studio__img4.png,Unknown,Unknown,two women in a dance studio doing a handstand pose,1.0
Age_A_teenager_practicing_dance_in_a_studio__img5.png,Unknown,Unknown,arafed woman in a red shirt and black pants is doing a dance,1.0
Age_A_teenager_practicing_dance_in_a_studio__img6.png,Unknown,Unknown,there is a woman in a pink tank top holding a white frisbee,1.0
Age_A_teenager_practicing_dance_in_a_studio__img7.png,Unknown,Unknown,dancers in a dance studio practicing their moves,1.0
Age_A_teenager_studying_in_a_library_surrounded_by_boo_img1.png,Unknown,Unknown,arafed boy sitting on a chair reading a book in front of a bookcase,1.0
Age_A_teenager_studying_in_a_library_surrounded_by_boo_img2.png,Unknown,Unknown,there is a young boy sitting on the floor reading a book,1.0
Age_A_teenager_studying_in_a_library_surrounded_by_boo_img3.png,Unknown,Unknown,arafed boy sitting on a bench in front of a book shelf,1.0
Age_A_teenager_studying_in_a_library_surrounded_by_boo_img4.png,Unknown,Unknown,arafed boy sitting at a table with books in front of him,1.0
Age_A_teenager_studying_in_a_library_surrounded_by_boo_img5.png,Unknown,Unknown,arafed woman sitting on a chair in a library reading a book,1.0
Age_A_teenager_studying_in_a_library_surrounded_by_boo_img6.png,Unknown,Unknown,arafed boy sitting in front of a table with a book,1.0
Age_A_teenager_studying_in_a_library_surrounded_by_boo_img7.png,Unknown,Unknown,arafed boy sitting in a library reading a book,1.0
Age_A_young_adult_attending_a_festival__img1.png,Unknown,Unknown,araffes in a crowd of people at a music festival,1.0
Age_A_young_adult_attending_a_festival__img2.png,Unknown,Unknown,there is a woman wearing a hat and a backpack walking in a crowd,1.0
Age_A_young_adult_attending_a_festival__img3.png,Unknown,Unknown,there is a woman that is standing in front of a crowd,1.0
Age_A_young_adult_attending_a_festival__img4.png,Unknown,Unknown,araffe woman in a red vest and blue jeans standing in a field,1.0
Age_A_young_adult_attending_a_festival__img5.png,Unknown,Unknown,there is a woman with sunglasses standing in front of a crowd,1.0
Age_A_young_adult_attending_a_festival__img6.png,Unknown,Unknown,araffe woman with sunglasses standing in front of a crowd of people,1.0
Age_A_young_adult_attending_a_festival__img7.png,Unknown,Unknown,araffe woman standing in a field with a crowd of people,1.0
Age_A_young_adult_at_a_job_interview_in_an_office__img1.png,Unknown,Unknown,woman in business attire sitting at a table with a man in a suit,1.0
Age_A_young_adult_at_a_job_interview_in_an_office__img2.png,Unknown,Unknown,woman in blue jacket sitting at a table with papers and a folder,1.0
Age_A_young_adult_at_a_job_interview_in_an_office__img3.png,Unknown,Unknown,there is a man in a suit sitting at a table with a laptop,1.0
Age_A_young_adult_at_a_job_interview_in_an_office__img4.png,Unknown,Unknown,woman sitting at a table with papers and pen in front of her,1.0
Age_A_young_adult_at_a_job_interview_in_an_office__img5.png,Unknown,Unknown,there is a man sitting in a chair in a room,1.0
Age_A_young_adult_at_a_job_interview_in_an_office__img6.png,Unknown,Unknown,there is a man and woman sitting at a table talking,1.0
Age_A_young_adult_at_a_job_interview_in_an_office__img7.png,Unknown,Unknown,arafed woman sitting in front of a laptop computer with her hand on her chin,1.0
Age_A_young_adult_hiking_on_a_mountain_trail__img1.png,Unknown,Unknown,a woman hiking up a trail in the woods with a backpack,1.0
Age_A_young_adult_hiking_on_a_mountain_trail__img2.png,Unknown,Unknown,araffe walking on a trail in the woods with a backpack,1.0
Age_A_young_adult_hiking_on_a_mountain_trail__img3.png,Unknown,Unknown,arafed woman walking on a trail in the woods with a backpack,1.0
Age_A_young_adult_hiking_on_a_mountain_trail__img4.png,Unknown,Unknown,there is a woman walking up a trail with a backpack,1.0
Age_A_young_adult_hiking_on_a_mountain_trail__img5.png,Unknown,Unknown,there is a man with a backpack walking up a trail,1.0
Age_A_young_adult_hiking_on_a_mountain_trail__img6.png,Unknown,Unknown,a man with a backpack walking on a trail through the woods,1.0
Age_A_young_adult_hiking_on_a_mountain_trail__img7.png,Unknown,Unknown,there is a man walking down a trail in the woods,1.0
Age_A_young_adult_on_a_road_trip_with_a_group_of_frien_img1.png,Unknown,Unknown,there are four people taking a selfie together in the field,1.0
Age_A_young_adult_on_a_road_trip_with_a_group_of_frien_img2.png,Unknown,Unknown,araffes sitting in the trunk of a car with their luggage,1.0
Age_A_young_adult_on_a_road_trip_with_a_group_of_frien_img3.png,Unknown,Unknown,two men sitting in a car smiling and looking at the camera,1.0
Age_A_young_adult_on_a_road_trip_with_a_group_of_frien_img4.png,Unknown,Unknown,three young people sitting in the back of a car with a dog,1.0
Age_A_young_adult_on_a_road_trip_with_a_group_of_frien_img5.png,Unknown,Unknown,three women sitting in a car with their arms out the window,1.0
Age_A_young_adult_on_a_road_trip_with_a_group_of_frien_img6.png,Unknown,Unknown,araffe woman sitting in the open door of a car on a country road,1.0
Age_A_young_adult_on_a_road_trip_with_a_group_of_frien_img7.png,Unknown,Unknown,there are four people sitting in the back of a car,1.0
Age_A_young_adult_walking_down_a_busy_street_with_frie_img1.png,Unknown,Unknown,several people walking on a brick sidewalk with a cell phone,1.0
Age_A_young_adult_walking_down_a_busy_street_with_frie_img2.png,Unknown,Unknown,several people walking down a street with trees in the background,1.0
Age_A_young_adult_walking_down_a_busy_street_with_frie_img3.png,Unknown,Unknown,three women walking down the street with their backs turned,1.0
Age_A_young_adult_walking_down_a_busy_street_with_frie_img4.png,Unknown,Unknown,several women walking down a street with cell phones in their hands,1.0
Age_A_young_adult_walking_down_a_busy_street_with_frie_img5.png,Unknown,Unknown,araffes walking down the street with their backs to the camera,1.0
Age_A_young_adult_walking_down_a_busy_street_with_frie_img6.png,Unknown,Unknown,three people walking across a crosswalk in a city,1.0
Age_A_young_adult_walking_down_a_busy_street_with_frie_img7.png,Unknown,Unknown,several people walking down a street with one holding the hand of another,1.0
Age_A_young_child_drawing_pictures_with_crayons__img1.png,Unknown,Unknown,there is a young girl sitting at a table with a pencil and paper,1.0
Age_A_young_child_drawing_pictures_with_crayons__img2.png,Unknown,Unknown,there is a young child sitting at a table with a pencil and paper,1.0
Age_A_young_child_drawing_pictures_with_crayons__img3.png,Unknown,Unknown,there is a young boy sitting at a table with a pencil and paper,1.0
Age_A_young_child_drawing_pictures_with_crayons__img4.png,Unknown,Unknown,there is a young girl drawing on a piece of paper with colored pencils,1.0
Age_A_young_child_drawing_pictures_with_crayons__img5.png,Unknown,Unknown,there is a young child that is drawing on a piece of paper,1.0
Age_A_young_child_drawing_pictures_with_crayons__img6.png,Unknown,Unknown,there is a young boy sitting at a table with a pencil and paper,1.0
Age_A_young_child_drawing_pictures_with_crayons__img7.png,Unknown,Unknown,there are two children sitting at a table writing on paper,1.0
Age_A_young_child_playing_in_a_sandbox__img1.png,Unknown,Unknown,arafed toddler playing in the sand with a toy,1.0
Age_A_young_child_playing_in_a_sandbox__img2.png,Unknown,Unknown,there is a small child playing in the sand at the beach,1.0
Age_A_young_child_playing_in_a_sandbox__img3.png,Unknown,Unknown,arafed boy in a blue shirt playing in a hole in the sand,1.0
Age_A_young_child_playing_in_a_sandbox__img4.png,Unknown,Unknown,there is a young boy sitting in the sand playing with a yellow cup,1.0
Age_A_young_child_playing_in_a_sandbox__img5.png,Unknown,Unknown,there is a small child playing in a sand pit,1.0
Age_A_young_child_playing_in_a_sandbox__img6.png,Unknown,Unknown,there is a young boy playing in the sand at the beach,1.0
Age_A_young_child_playing_in_a_sandbox__img7.png,Unknown,Unknown,arafed boy sitting in the sand in a park,1.0
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img1.png,Unknown,Unknown,smiling couple sitting at a table with a glass of wine,1.0
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img2.png,Unknown,Unknown,smiling couple eating a meal at a restaurant together,1.0
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img3.png,Unknown,Unknown,there are two people sitting at a table eating food together,1.0
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img4.png,Unknown,Unknown,a couple enjoying a meal at a restaurant together,1.0
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img5.png,Unknown,Unknown,there are people sitting at a table with wine glasses,1.0
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img6.png,Unknown,Unknown,there are two people sitting at a table eating and drinking wine,1.0
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img7.png,Unknown,Unknown,there are two people sitting at a table with plates of food and wine,1.0
Age_A_young_couple_holding_hands_at_a_park__img1.png,Unknown,Unknown,arafed couple holding hands walking in a park holding hands,1.0
Age_A_young_couple_holding_hands_at_a_park__img2.png,Unknown,Unknown,there are two people holding hands in a park,1.0
Age_A_young_couple_holding_hands_at_a_park__img3.png,Unknown,Unknown,araffes man and woman holding hands and smiling in a park,1.0
Age_A_young_couple_holding_hands_at_a_park__img4.png,Unknown,Unknown,they are walking in the park holding hands and smiling,1.0
Age_A_young_couple_holding_hands_at_a_park__img5.png,Unknown,Unknown,araffes walking in the park holding hands with a woman,1.0
Age_A_young_couple_holding_hands_at_a_park__img6.png,Unknown,Unknown,they are walking down the path holding hands,1.0
Age_A_young_couple_holding_hands_at_a_park__img7.png,Unknown,Unknown,araffe couple walking in a park holding hands,1.0
Age_A_young_person_in_a_fitness_class_at_the_gym__img1.png,Unknown,Unknown,there are people doing exercises in a gym with a trainer,1.0
Age_A_young_person_in_a_fitness_class_at_the_gym__img2.png,Unknown,Unknown,arafed woman in a gym with arms outstretched in front of her,1.0
Age_A_young_person_in_a_fitness_class_at_the_gym__img3.png,Unknown,Unknown,arafed group of women doing push ups in a gym,1.0
Age_A_young_person_in_a_fitness_class_at_the_gym__img4.png,Unknown,Unknown,there is a young girl squatting on a skateboard in a gym,1.0
Age_A_young_person_in_a_fitness_class_at_the_gym__img5.png,Unknown,Unknown,there are two women in the gym doing squats with a bar,1.0
Age_A_young_person_in_a_fitness_class_at_the_gym__img6.png,Unknown,Unknown,a group of people doing exercises with dumb dumbs in a gym,1.0
Age_A_young_person_in_a_fitness_class_at_the_gym__img7.png,Unknown,Unknown,several women are doing exercises on mats in a gym,1.0
Age_A_young_person_playing_an_instrument_on_stage__img1.png,Unknown,Unknown,arafed young girl playing a guitar in a purple hat,1.0
