Image Filename,Category,Prompt,Generated Caption,A man,A woman,A non-binary person,A person,A child,A teenager,A young adult,An adult,A middle-aged person,An elderly person,A Black person,A White person,An Asian person,A Hispanic person,A Middle Eastern person,An Indigenous person,A mixed-race person,A person of African descent,A person of European descent,A person of East Asian descent,A person of South Asian descent,A person of Middle Eastern descent,A person of Latin American descent,A person of Native American descent,A person of Pacific Islander descent
Age_A_young_child_playing_in_a_sandbox__img2.png,Unknown,Unknown,there is a small child playing in the sand at the beach,0.0016186947468668222,0.0006919992156326771,0.9068489670753479,0.09084030240774155,0.7239002585411072,0.006371317896991968,0.07358033210039139,0.11848843097686768,0.07645542174577713,0.0012043206952512264,0.07743270695209503,0.07099629193544388,0.055085498839616776,0.01381140947341919,0.393123596906662,0.08811691403388977,0.3014335632324219,0.04269952327013016,0.03109041228890419,0.13795293867588043,0.09150450676679611,0.12348049879074097,0.12877723574638367,0.11023349314928055,0.33426138758659363
Age_A_young_child_playing_in_a_sandbox__img3.png,Unknown,Unknown,arafed boy in a blue shirt playing in a hole in the sand,0.007562920451164246,0.00016402220353484154,0.8122493028640747,0.18002372980117798,0.9003375768661499,0.004342017229646444,0.022574186325073242,0.04169360548257828,0.03031027503311634,0.0007424356881529093,0.03538315370678902,0.04018328711390495,0.07415159791707993,0.015278204344213009,0.26918816566467285,0.07958826422691345,0.4862273335456848,0.03891574218869209,0.05071510747075081,0.0823589414358139,0.06684160977602005,0.11457394808530807,0.22797314822673798,0.1351129114627838,0.28350862860679626
Age_A_young_child_playing_in_a_sandbox__img4.png,Unknown,Unknown,there is a young boy sitting in the sand playing with a yellow cup,0.003950982354581356,0.0002480038383509964,0.8740428686141968,0.12175809592008591,0.853151261806488,0.012448770925402641,0.02271239273250103,0.04665536433458328,0.06380937993526459,0.0012226602993905544,0.04533305764198303,0.0741414800286293,0.07527845352888107,0.04387893155217171,0.3798888325691223,0.030814707279205322,0.35066455602645874,0.02484307996928692,0.05076424404978752,0.1317451447248459,0.10937942564487457,0.13151292502880096,0.22138258814811707,0.07135683298110962,0.2590157985687256
Age_A_young_child_playing_in_a_sandbox__img5.png,Unknown,Unknown,there is a small child playing in a sand pit,0.0035119918175041676,0.0006401060381904244,0.8170830011367798,0.17876483500003815,0.7249773144721985,0.004875164944678545,0.0766676738858223,0.09223480522632599,0.0981353148818016,0.003109613200649619,0.09474614262580872,0.09419827908277512,0.08196249604225159,0.035908427089452744,0.34327858686447144,0.05099126324057579,0.29891476035118103,0.048136573284864426,0.04140457138419151,0.1526321917772293,0.1394807994365692,0.11788710951805115,0.22512488067150116,0.10067179799079895,0.1746620535850525
Age_A_young_child_playing_in_a_sandbox__img6.png,Unknown,Unknown,there is a young boy playing in the sand at the beach,0.0064242687076330185,0.0004892000579275191,0.8461366295814514,0.1469498723745346,0.9136036038398743,0.002173681277781725,0.02485649660229683,0.03187616169452667,0.02603103406727314,0.0014590038917958736,0.015319524332880974,0.015352432616055012,0.17757077515125275,0.012184275314211845,0.14710721373558044,0.06749487668275833,0.564970850944519,0.010883624665439129,0.013697117567062378,0.13341161608695984,0.06314978748559952,0.035128314048051834,0.1396111100912094,0.046969328075647354,0.5571491122245789
Age_A_young_child_playing_in_a_sandbox__img7.png,Unknown,Unknown,arafed boy sitting in the sand in a park,0.004624942783266306,0.00011920657561859116,0.8920755982398987,0.10318028926849365,0.9254128932952881,0.0032732305116951466,0.008895858190953732,0.026365851983428,0.03540913015604019,0.0006430594366975129,0.02564791776239872,0.034719306975603104,0.13872435688972473,0.025688406080007553,0.2326011210680008,0.04165069758892059,0.5009682178497314,0.027315553277730942,0.06557905673980713,0.1916353851556778,0.11663636565208435,0.1109314113855362,0.19562649726867676,0.10144788771867752,0.19082783162593842
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img1.png,Unknown,Unknown,smiling couple sitting at a table with a glass of wine,0.2085392028093338,0.04494699463248253,0.2526254653930664,0.4938884377479553,0.010226975195109844,0.0023457659408450127,0.05590914189815521,0.15846821665763855,0.7709426283836365,0.0021073119714856148,0.09957954287528992,0.19722579419612885,0.12099722027778625,0.19544591009616852,0.13542687892913818,0.011083762161433697,0.24024099111557007,0.0236988365650177,0.10553745180368423,0.056084685027599335,0.20989270508289337,0.06300277262926102,0.5013043284416199,0.013575834222137928,0.026903387159109116
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img2.png,Unknown,Unknown,smiling couple eating a meal at a restaurant together,0.2050996869802475,0.0329304113984108,0.40656864643096924,0.35540127754211426,0.012552699074149132,0.005292739253491163,0.09510976821184158,0.1965041160583496,0.6884053945541382,0.002135274698957801,0.09612741321325302,0.07061906903982162,0.03626459836959839,0.1137537807226181,0.034967441111803055,0.002581401728093624,0.6456863284111023,0.0839083269238472,0.045662518590688705,0.08282004296779633,0.20516540110111237,0.04027267545461655,0.43129968643188477,0.018415523692965508,0.0924558937549591
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img3.png,Unknown,Unknown,there are two people sitting at a table eating food together,0.13427497446537018,0.04550847411155701,0.4965576231479645,0.3236590027809143,0.014737824909389019,0.004285807255655527,0.09440094977617264,0.1892869770526886,0.6955152750015259,0.0017731764819473028,0.021063974127173424,0.051148056983947754,0.12729555368423462,0.33288756012916565,0.07567307353019714,0.004393851850181818,0.38753795623779297,0.008309396915137768,0.04031014069914818,0.1560332477092743,0.24212601780891418,0.04861821234226227,0.45387202501296997,0.012602398172020912,0.03812849521636963
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img4.png,Unknown,Unknown,a couple enjoying a meal at a restaurant together,0.11381659656763077,0.04089429974555969,0.22670413553714752,0.6185850501060486,0.013969609513878822,0.007793232332915068,0.07296010106801987,0.1354501098394394,0.7641142010688782,0.005712748039513826,0.13337092101573944,0.23952314257621765,0.2479945421218872,0.1373979151248932,0.1340121030807495,0.009534666314721107,0.09816660732030869,0.01989598199725151,0.09799423813819885,0.10335369408130646,0.21493440866470337,0.04279047250747681,0.478007048368454,0.014197188429534435,0.028826935216784477
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img5.png,Unknown,Unknown,there are people sitting at a table with wine glasses,0.07646756619215012,0.03117036446928978,0.3521442115306854,0.5402178764343262,0.011046312749385834,0.006176772993057966,0.07683706283569336,0.20141535997390747,0.7000735998153687,0.004450884647667408,0.1088993102312088,0.15100885927677155,0.15288423001766205,0.20033621788024902,0.09578817337751389,0.012501589022576809,0.27858155965805054,0.03562968224287033,0.08339342474937439,0.10816732794046402,0.17880867421627045,0.04737560451030731,0.48384860157966614,0.021263042464852333,0.04151362180709839
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img6.png,Unknown,Unknown,there are two people sitting at a table eating and drinking wine,0.2924966812133789,0.05437210947275162,0.133643239736557,0.5194879770278931,0.023546291515231133,0.005112421698868275,0.03817856311798096,0.15533113479614258,0.7765201926231384,0.0013113379245623946,0.16545897722244263,0.14227698743343353,0.22298620641231537,0.21425199508666992,0.12341143190860748,0.005408902186900377,0.1262054741382599,0.027980733662843704,0.12975674867630005,0.12203139811754227,0.22310325503349304,0.08355599641799927,0.37482213973999023,0.014701648615300655,0.024048134684562683
Age_A_young_couple_enjoying_a_dinner_at_a_restaurant__img7.png,Unknown,Unknown,there are two people sitting at a table with plates of food and wine,0.08958305418491364,0.04186346381902695,0.4376077651977539,0.4309457242488861,0.010266025550663471,0.007947842590510845,0.11280611157417297,0.3073001205921173,0.5604034066200256,0.0012765120482072234,0.10052109509706497,0.21798764169216156,0.1029043048620224,0.21338947117328644,0.1085539385676384,0.006935968529433012,0.24970750510692596,0.0159462820738554,0.07599302381277084,0.07202034443616867,0.1829276829957962,0.057822804898023605,0.5229345560073853,0.017804928123950958,0.054550301283597946
Age_A_young_couple_holding_hands_at_a_park__img1.png,Unknown,Unknown,arafed couple holding hands walking in a park holding hands,0.029962511733174324,0.01212277077138424,0.8002078533172607,0.15770678222179413,0.1139390766620636,0.3136851191520691,0.2483285814523697,0.15801836550235748,0.16487078368663788,0.0011580323334783316,0.038669928908348083,0.11078745871782303,0.39007747173309326,0.055115945637226105,0.035547371953725815,0.044624462723731995,0.3251774311065674,0.013889945112168789,0.07707137614488602,0.2579735517501831,0.2342158704996109,0.01831981912255287,0.32905134558677673,0.025009555742144585,0.044468559324741364
Age_A_young_couple_holding_hands_at_a_park__img2.png,Unknown,Unknown,there are two people holding hands in a park,0.03845548629760742,0.01602269895374775,0.76424241065979,0.18127939105033875,0.15594029426574707,0.15066903829574585,0.10805933177471161,0.19859333336353302,0.38109034299850464,0.0056475866585969925,0.09453772008419037,0.08548031747341156,0.10564947128295898,0.10325102508068085,0.05357532948255539,0.047255899757146835,0.5102503299713135,0.0342235267162323,0.03962044417858124,0.13074716925621033,0.19027701020240784,0.030231494456529617,0.4655298590660095,0.01835823431611061,0.09101224690675735
Age_A_young_couple_holding_hands_at_a_park__img3.png,Unknown,Unknown,araffes man and woman holding hands and smiling in a park,0.10415320843458176,0.02346174418926239,0.6767339110374451,0.19565117359161377,0.06491424888372421,0.028168825432658195,0.048000115901231766,0.08020664751529694,0.7781828045845032,0.0005273380083963275,0.011040106415748596,0.013054631650447845,0.01942329853773117,0.6295799016952515,0.01415732316672802,0.002786224242299795,0.30995848774909973,0.011851325631141663,0.04156793653964996,0.05354288965463638,0.13774728775024414,0.03330188989639282,0.6438202261924744,0.010498540475964546,0.06766990572214127
Age_A_young_couple_holding_hands_at_a_park__img4.png,Unknown,Unknown,they are walking in the park holding hands and smiling,0.05234607309103012,0.009898374788463116,0.8261194825172424,0.11163616180419922,0.11733496934175491,0.08443916589021683,0.6365975737571716,0.06676141172647476,0.09309157729148865,0.0017753278370946646,0.0034392327070236206,0.005402644630521536,0.930863618850708,0.0013437450397759676,0.0030557620339095592,0.012529687024652958,0.04336531087756157,0.0015623787185177207,0.007191624492406845,0.5469983220100403,0.0477554015815258,0.0037507833912968636,0.08195953816175461,0.028102830052375793,0.28267911076545715
Age_A_young_couple_holding_hands_at_a_park__img5.png,Unknown,Unknown,araffes walking in the park holding hands with a woman,0.14370426535606384,0.019669946283102036,0.41086435317993164,0.4257613718509674,0.061174508184194565,0.19178253412246704,0.27389830350875854,0.20455680787563324,0.2625802755355835,0.006007472984492779,0.07140307873487473,0.09086306393146515,0.3003952205181122,0.10764961689710617,0.08436921238899231,0.0368877537548542,0.30843204259872437,0.030400196090340614,0.1063840314745903,0.14954213798046112,0.21243727207183838,0.04215174540877342,0.39200466871261597,0.032142095267772675,0.034937962889671326
Age_A_young_couple_holding_hands_at_a_park__img6.png,Unknown,Unknown,they are walking down the path holding hands,0.009078423492610455,0.002040586434304714,0.9382669925689697,0.05061399191617966,0.2691458463668823,0.11352095752954483,0.3102133572101593,0.06078454107046127,0.2425883263349533,0.0037469116505235434,0.024504119530320168,0.055422794073820114,0.5721840858459473,0.014307459816336632,0.018667779862880707,0.024544278159737587,0.2903694808483124,0.013415864668786526,0.10485893487930298,0.45466405153274536,0.11387042701244354,0.020785992965102196,0.2215067595243454,0.016389718279242516,0.05450822040438652
Age_A_young_couple_holding_hands_at_a_park__img7.png,Unknown,Unknown,araffe couple walking in a park holding hands,0.10757070779800415,0.006182266864925623,0.6494326591491699,0.23681439459323883,0.14604240655899048,0.4843532145023346,0.2883799374103546,0.06313864886760712,0.017315290868282318,0.0007705639000050724,0.047319114208221436,0.0027479769196361303,0.6271817088127136,0.0007714314851909876,0.0011475534411147237,0.024042515084147453,0.29678961634635925,0.03636763244867325,0.0048652528785169125,0.6511303782463074,0.12437178194522858,0.0014387504197657108,0.061060767620801926,0.0025509477127343416,0.11821449548006058
Age_A_young_person_in_a_fitness_class_at_the_gym__img1.png,Unknown,Unknown,there are people doing exercises in a gym with a trainer,0.003933732397854328,0.026558557525277138,0.6566517353057861,0.31285586953163147,0.02319103293120861,0.027571462094783783,0.10190682858228683,0.07662743330001831,0.7277131080627441,0.042990200221538544,0.1863568127155304,0.36919069290161133,0.16855858266353607,0.018363680690526962,0.10836530476808548,0.046274591237306595,0.10289020836353302,0.042056336998939514,0.1138545349240303,0.17816174030303955,0.24960091710090637,0.046602535992860794,0.2508716881275177,0.05632114037871361,0.06253110617399216
Age_A_young_person_in_a_fitness_class_at_the_gym__img2.png,Unknown,Unknown,arafed woman in a gym with arms outstretched in front of her,0.002249474171549082,0.051538169384002686,0.7082124352455139,0.2379998415708542,0.13430052995681763,0.05141320079565048,0.17655271291732788,0.13835188746452332,0.4708288013935089,0.028552809730172157,0.0631098672747612,0.030259890481829643,0.11282816529273987,0.12674075365066528,0.072007916867733,0.0456673763692379,0.5493860244750977,0.06755158305168152,0.03880041092634201,0.07813584059476852,0.12412640452384949,0.02855416014790535,0.41134485602378845,0.08270761370658875,0.16877920925617218
Age_A_young_person_in_a_fitness_class_at_the_gym__img3.png,Unknown,Unknown,arafed group of women doing push ups in a gym,0.010237811133265495,0.06373971700668335,0.4982791841030121,0.42774322628974915,0.012816040776669979,0.02349911257624626,0.02752656303346157,0.0256782379001379,0.8806463479995728,0.029833732172846794,0.20302243530750275,0.3488081097602844,0.23115107417106628,0.010755814611911774,0.10421618074178696,0.031104614958167076,0.07094167917966843,0.07064755260944366,0.04955728352069855,0.21089714765548706,0.26344549655914307,0.054244380444288254,0.23371495306491852,0.059697166085243225,0.05779600888490677
Age_A_young_person_in_a_fitness_class_at_the_gym__img4.png,Unknown,Unknown,there is a young girl squatting on a skateboard in a gym,0.001120513305068016,0.04943298548460007,0.7941687703132629,0.15527766942977905,0.5929611325263977,0.0984356552362442,0.14309196174144745,0.05841365084052086,0.09693681448698044,0.010160775855183601,0.08454342931509018,0.14732028543949127,0.19209112226963043,0.022024080157279968,0.27320927381515503,0.12194786220788956,0.15886399149894714,0.04735688865184784,0.09337899833917618,0.20659127831459045,0.12950660288333893,0.06681589782238007,0.2204364389181137,0.10376319289207458,0.13215072453022003
Age_A_young_person_in_a_fitness_class_at_the_gym__img5.png,Unknown,Unknown,there are two women in the gym doing squats with a bar,0.00522572360932827,0.0900268629193306,0.8312235474586487,0.07352390140295029,0.05042785406112671,0.07279986143112183,0.2491692155599594,0.09651388227939606,0.4587816596031189,0.07230748981237411,0.10578496009111404,0.08608157932758331,0.42897817492485046,0.062447719275951385,0.1520310789346695,0.06130046397447586,0.10337604582309723,0.02999092824757099,0.029712563380599022,0.2206525057554245,0.18836961686611176,0.04719576612114906,0.22292585670948029,0.0804818645119667,0.18067088723182678
Age_A_young_person_in_a_fitness_class_at_the_gym__img6.png,Unknown,Unknown,a group of people doing exercises with dumb dumbs in a gym,0.03316105157136917,0.019398700445890427,0.35130614042282104,0.5961341261863708,0.017831703647971153,0.03535401448607445,0.0664534792304039,0.055352188646793365,0.7808310985565186,0.04417756199836731,0.35605141520500183,0.253266841173172,0.09376094490289688,0.01433138083666563,0.0702209547162056,0.021725118160247803,0.190643310546875,0.07159963250160217,0.03310349956154823,0.061678845435380936,0.1912352293729782,0.0373372957110405,0.46915701031684875,0.0318899005651474,0.1039985716342926
Age_A_young_person_in_a_fitness_class_at_the_gym__img7.png,Unknown,Unknown,several women are doing exercises on mats in a gym,0.007660129573196173,0.10141821205615997,0.48632296919822693,0.40459874272346497,0.006954721175134182,0.04289747774600983,0.029262132942676544,0.030260395258665085,0.8637274503707886,0.026897883042693138,0.2149873673915863,0.2155204862356186,0.1881629079580307,0.03607882931828499,0.1698155403137207,0.04521464183926582,0.1302202194929123,0.045881789177656174,0.0550820454955101,0.12079023569822311,0.24154441058635712,0.056127265095710754,0.34706780314445496,0.06297674030065536,0.07052966207265854
Age_A_young_person_playing_an_instrument_on_stage__img1.png,Unknown,Unknown,arafed young girl playing a guitar in a purple hat,0.0003530110407155007,0.0019360010046511889,0.9891196489334106,0.008591333404183388,0.8921719789505005,0.04771871864795685,0.04293052852153778,0.0077003673650324345,0.009051229804754257,0.00042721821228042245,0.013135396875441074,0.0414692685008049,0.014841520227491856,0.0007820868049748242,0.034189172089099884,0.29105255007743835,0.6045300364494324,0.008781470358371735,0.17681589722633362,0.057006288319826126,0.012133855372667313,0.014833739958703518,0.3234705924987793,0.2177387923002243,0.18921932578086853
Age_A_young_person_playing_an_instrument_on_stage__img2.png,Unknown,Unknown,boy sitting on stool playing guitar on stage with curtain in background,0.011167681775987148,0.0007693716324865818,0.9659562110900879,0.022106824442744255,0.8097532391548157,0.13804014027118683,0.03196825832128525,0.014904381707310677,0.004905372392386198,0.0004286065814085305,0.03233867138624191,0.003746727015823126,0.006581231486052275,0.0013432427076622844,0.01713136024773121,0.010035553015768528,0.9288231730461121,0.13919444382190704,0.05140705034136772,0.05263200402259827,0.05971972271800041,0.02088765986263752,0.316734254360199,0.028997959569096565,0.3304268419742584
Age_A_young_person_playing_an_instrument_on_stage__img3.png,Unknown,Unknown,there is a young boy playing a piano with a pair of chopsticks,0.1700846403837204,0.006399538833647966,0.49891209602355957,0.32460373640060425,0.7619109749794006,0.03835155442357063,0.1600017249584198,0.02536928839981556,0.012773461639881134,0.001593045424669981,0.04692251235246658,0.005695506930351257,0.009434773586690426,0.0003308231243863702,0.005789619404822588,0.0058591109700500965,0.9259676933288574,0.28556087613105774,0.08382481336593628,0.10149025171995163,0.06179758161306381,0.04535817727446556,0.14628371596336365,0.033623602241277695,0.24206086993217468
Age_A_young_person_playing_an_instrument_on_stage__img4.png,Unknown,Unknown,arafed boy playing a grand piano on stage with bright lights,0.010253241285681725,3.402343645575456e-05,0.9263889789581299,0.0633237436413765,0.8353099226951599,0.044301100075244904,0.057986363768577576,0.021496491506695747,0.03908361494541168,0.0018224646337330341,0.06094546616077423,0.052747223526239395,0.07801759243011475,8.558049012208357e-05,0.0835985466837883,0.053890567272901535,0.6707150936126709,0.04158465936779976,0.44188588857650757,0.1885083019733429,0.0364416129887104,0.062287941575050354,0.17411653697490692,0.031057795509696007,0.024117257446050644
Age_A_young_person_playing_an_instrument_on_stage__img5.png,Unknown,Unknown,boy sitting on a chair playing a guitar in front of a piano,0.0007462911307811737,0.0008525554439984262,0.9897728562355042,0.00862827617675066,0.9476483464241028,0.005758701357990503,0.02333037182688713,0.0056191300973296165,0.016245124861598015,0.0013982892269268632,0.01443549245595932,0.01047972310334444,0.0699852854013443,0.0005480397958308458,0.05168310925364494,0.06726344674825668,0.7856049537658691,0.02184062823653221,0.11577031761407852,0.42103835940361023,0.04790126159787178,0.037564728409051895,0.24795228242874146,0.0601656436920166,0.047766827046871185
Age_A_young_person_playing_an_instrument_on_stage__img6.png,Unknown,Unknown,there is a young girl sitting on a piano playing a musical instrument,0.005130190402269363,0.04120107367634773,0.8337348103523254,0.11993393301963806,0.9832507967948914,0.0029593519866466522,0.009104716591536999,0.003413988510146737,0.0012086124625056982,6.253379251575097e-05,0.053460441529750824,0.011229217052459717,0.01864391751587391,0.0005852548638358712,0.035173043608665466,0.0068218703381717205,0.874086320400238,0.19773703813552856,0.1315697282552719,0.18903465569019318,0.11863673478364944,0.05559177324175835,0.12684179842472076,0.07715791463851929,0.10343033075332642
Age_A_young_person_playing_an_instrument_on_stage__img7.png,Unknown,Unknown,there is a young boy that is playing a guitar on stage,0.47629714012145996,0.010316519998013973,0.39292097091674805,0.12046536803245544,0.9704473614692688,0.00822505820542574,0.01311023160815239,0.006980936508625746,0.0012030813377350569,3.3257096220040694e-05,0.46314549446105957,0.039141736924648285,0.014043828472495079,0.0016974657773971558,0.01274830661714077,0.07893197238445282,0.39029112458229065,0.3903249204158783,0.027815556153655052,0.061236344277858734,0.058976463973522186,0.008684505708515644,0.17739951610565186,0.12018067389726639,0.155381977558136
Age_A_young_person_practicing_yoga_in_a_peaceful_studi_img1.png,Unknown,Unknown,woman sitting on a yoga mat in a room with a window,0.01188028696924448,0.10696123540401459,0.2489597648382187,0.632198691368103,0.059143584221601486,0.02012499049305916,0.03447969630360603,0.07227795571088791,0.789046049118042,0.024927761405706406,0.07038519531488419,0.16568852961063385,0.3367385268211365,0.010614623315632343,0.2938217520713806,0.05168057978153229,0.07107076793909073,0.01121369656175375,0.01979696750640869,0.24018850922584534,0.5284653902053833,0.0686778724193573,0.08030658215284348,0.03260530158877373,0.01874571479856968
Age_A_young_person_practicing_yoga_in_a_peaceful_studi_img2.png,Unknown,Unknown,arafed woman sitting on a yoga mat in a room,0.004497208632528782,0.30528581142425537,0.12046711891889572,0.5697498917579651,0.1507633477449417,0.03594993054866791,0.027047784999012947,0.09057847410440445,0.6344620585441589,0.0611984059214592,0.017864493653178215,0.01425219140946865,0.7419531345367432,0.0011814810568466783,0.12246087193489075,0.03766310214996338,0.06462477892637253,0.006393005605787039,0.005674875341355801,0.648840069770813,0.18966281414031982,0.017739102244377136,0.08655879646539688,0.009124134667217731,0.03600727766752243
Age_A_young_person_practicing_yoga_in_a_peaceful_studi_img3.png,Unknown,Unknown,woman sitting on a yoga mat in a room with a wooden wall,0.011468986049294472,0.14312362670898438,0.1947418749332428,0.6506655216217041,0.05434627830982208,0.01884111575782299,0.08652617037296295,0.09995973110198975,0.6997817158699036,0.040544990450143814,0.062633216381073,0.06246458739042282,0.37102001905441284,0.00915460754185915,0.24157565832138062,0.1101761907339096,0.14297576248645782,0.025624221190810204,0.016190968453884125,0.16771593689918518,0.547581672668457,0.06137834116816521,0.07370150834321976,0.05243843048810959,0.055368851870298386
Age_A_young_person_practicing_yoga_in_a_peaceful_studi_img4.png,Unknown,Unknown,woman in a yoga pose on a yoga mat in a room,0.01890093833208084,0.3665928244590759,0.13137418031692505,0.4831320345401764,0.026102209463715553,0.0782485157251358,0.07912521809339523,0.09180217236280441,0.6454493403434753,0.07927257567644119,0.037269581109285355,0.04899578168988228,0.3409571051597595,0.020060021430253983,0.31972795724868774,0.07620227336883545,0.15678724646568298,0.022807884961366653,0.016032787039875984,0.23778264224529266,0.44756782054901123,0.0780077651143074,0.10516148805618286,0.05935824662446976,0.033281274139881134
Age_A_young_person_practicing_yoga_in_a_peaceful_studi_img5.png,Unknown,Unknown,woman sitting on a yoga mat in a room with a blue mat,0.004127687308937311,0.08098667114973068,0.1568271964788437,0.7580584287643433,0.12462329119443893,0.0516364723443985,0.11448635905981064,0.07726215571165085,0.5206342935562134,0.11135739088058472,0.048248108476400375,0.12373125553131104,0.35406872630119324,0.016676373779773712,0.35437750816345215,0.05512040853500366,0.04777758568525314,0.03459286689758301,0.035666193813085556,0.3465225398540497,0.2869727909564972,0.11294358968734741,0.11367038637399673,0.04597444832324982,0.02365708537399769
Age_A_young_person_practicing_yoga_in_a_peaceful_studi_img6.png,Unknown,Unknown,arafed woman doing a yoga pose in a room with windows,0.006327514536678791,0.14984557032585144,0.11692153662443161,0.7269054651260376,0.024986224249005318,0.03421621024608612,0.13735727965831757,0.13965146243572235,0.5672798156738281,0.09650900959968567,0.038627658039331436,0.039989594370126724,0.20785392820835114,0.019573770463466644,0.4779037833213806,0.14888575673103333,0.0671655610203743,0.057197343558073044,0.020862353965640068,0.1805449277162552,0.21338066458702087,0.10918871313333511,0.22806699573993683,0.1508280634880066,0.039930906146764755
Age_A_young_person_practicing_yoga_in_a_peaceful_studi_img7.png,Unknown,Unknown,woman sitting on a yoga mat doing a yoga pose,0.0049529061652719975,0.09095747023820877,0.2194814383983612,0.6846081614494324,0.01834053359925747,0.007606766186654568,0.02898520976305008,0.041811130940914154,0.732633113861084,0.17062333226203918,0.015165431424975395,0.024411344900727272,0.27428215742111206,0.014735978096723557,0.5417249798774719,0.05407651513814926,0.0756036788225174,0.0116648618131876,0.013870198279619217,0.20216955244541168,0.5270843505859375,0.10642781853675842,0.07645805925130844,0.03969096764922142,0.022634156048297882
Age_A_young_professional_presenting_at_a_business_meet_img1.png,Unknown,Unknown,woman in black suit giving presentation to audience in conference room,0.02141430228948593,0.15957869589328766,0.3993290960788727,0.4196779131889343,0.16359873116016388,0.030491698533296585,0.17314358055591583,0.5330751538276672,0.09801232814788818,0.0016785459592938423,0.05484650656580925,0.02857898361980915,0.0399506501853466,0.0038710362277925014,0.15647219121456146,0.06320052593946457,0.6530801653862,0.008618222549557686,0.13205310702323914,0.0555623322725296,0.03892211988568306,0.08038351684808731,0.6560189127922058,0.02445240132510662,0.003989472985267639
Age_A_young_professional_presenting_at_a_business_meet_img2.png,Unknown,Unknown,there is a man in a suit and tie standing in front of a class,0.2088128626346588,0.010572643019258976,0.3728955090045929,0.40771904587745667,0.006052749697118998,0.007809203118085861,0.10435552895069122,0.37837210297584534,0.4996998906135559,0.003710597287863493,0.18773877620697021,0.0974511057138443,0.05157541111111641,0.02835521101951599,0.04024376720190048,0.00850935373455286,0.5861263871192932,0.09717058390378952,0.06317351013422012,0.10139462351799011,0.34175777435302734,0.04788894206285477,0.2648930549621582,0.021595841273665428,0.062125690281391144
Age_A_young_professional_presenting_at_a_business_meet_img3.png,Unknown,Unknown,several people sitting around a table with laptops and papers,0.0270765982568264,0.061181794852018356,0.6127636432647705,0.29897797107696533,0.013383372686803341,0.005628237966448069,0.06614293903112411,0.21753574907779694,0.6727022528648376,0.024607433006167412,0.2270110696554184,0.13616761565208435,0.09814035147428513,0.02192804031074047,0.13585656881332397,0.024590276181697845,0.3563060760498047,0.05366181954741478,0.03978045657277107,0.06912797689437866,0.3682859539985657,0.06546403467655182,0.34811362624168396,0.023781899362802505,0.031784240156412125
Age_A_young_professional_presenting_at_a_business_meet_img4.png,Unknown,Unknown,there is a woman giving a presentation to a group of people,0.09772230684757233,0.20164993405342102,0.32844802737236023,0.37217968702316284,0.010582638904452324,0.00349749019369483,0.05126747488975525,0.23290711641311646,0.68340665102005,0.018338633701205254,0.2502164840698242,0.14533773064613342,0.25127366185188293,0.025637293234467506,0.07538310438394547,0.016551796346902847,0.23559994995594025,0.06991535425186157,0.0502777136862278,0.1752641797065735,0.3385145962238312,0.0297549981623888,0.2969669997692108,0.017570288851857185,0.02173576131463051
Age_A_young_professional_presenting_at_a_business_meet_img5.png,Unknown,Unknown,there is a man standing in front of a group of people,0.10085953772068024,0.0140790781006217,0.32434606552124023,0.56071537733078,0.005840791389346123,0.0016851776745170355,0.01779487542808056,0.08070248365402222,0.8770751357078552,0.016901453956961632,0.19718222320079803,0.23167277872562408,0.2082899659872055,0.01988249458372593,0.12093000113964081,0.014015561901032925,0.2080269455909729,0.05206512659788132,0.04938875511288643,0.14819912612438202,0.40867456793785095,0.047001227736473083,0.26194462180137634,0.01261045876890421,0.02011595293879509
Age_A_young_professional_presenting_at_a_business_meet_img6.png,Unknown,Unknown,there is a woman standing in front of a whiteboard giving a presentation,0.015455956570804119,0.09620936214923859,0.6072309017181396,0.2811037003993988,0.0042468588799238205,0.0029568620957434177,0.08944347500801086,0.2546462416648865,0.6207908987998962,0.027915600687265396,0.06457158178091049,0.051109906286001205,0.07535789161920547,0.12131050229072571,0.23686185479164124,0.03562157601118088,0.4151666760444641,0.02647281624376774,0.050207652151584625,0.05607861280441284,0.2631814479827881,0.06764191389083862,0.49780863523483276,0.019528396427631378,0.019080623984336853
Age_A_young_professional_presenting_at_a_business_meet_img7.png,Unknown,Unknown,there is a woman in a suit giving a presentation in front of a group of people,0.006622275337576866,0.09866111725568771,0.6139141321182251,0.280802458524704,0.019667968153953552,0.0045119780115783215,0.11855727434158325,0.30148032307624817,0.5385581254959106,0.017224328592419624,0.42491477727890015,0.019203023985028267,0.008803296834230423,0.011783258989453316,0.012374660931527615,0.014553726650774479,0.5083673000335693,0.83696049451828,0.006386878900229931,0.012565666809678078,0.047884050756692886,0.003890965599566698,0.06418027728796005,0.007112918421626091,0.021018680185079575
